,mean_r,mean_g,mean_b,std_r,std_g,std_b,var_r,var_g,var_b,skew_r,skew_g,skew_b,kurtosis_r,kurtosis_g,kurtosis_b,class
3083,28.44238281,76.42285156,80.9609375,5.274181715,6.862624179,6.896729687,27.81699276,47.09561062,47.56488037,-0.050634338,-0.179043658,-0.206897952,0.196436558,0.725707036,0.461597847,1
3084,29.61035156,81.35839844,78.73339844,7.590182436,11.15338145,11.51553883,57.61086941,124.3979177,132.6076345,-0.652498223,-0.761926706,-0.69684573,0.028287709,0.234738391,0.270828188,1
3085,27.96386719,79.29199219,74.88085938,6.97551963,10.95996329,11.04109267,48.65787411,120.1207952,121.9057274,-0.753090142,-1.13894715,-1.048500454,1.271895808,3.849831472,3.795172678,1
3086,31.203125,77.4453125,78.98730469,8.171486606,11.87980731,12.66765824,66.77319336,141.1298218,160.4695654,-1.085406903,-1.864582828,-1.849186357,2.22140704,6.178306374,6.230827547,1
3087,33.70898438,83.77636719,79.73828125,8.060639159,10.37781344,12.47254248,64.97390366,107.6990118,155.5643158,-0.680319949,-1.312847807,-0.395872966,1.524023243,3.452559447,1.833739067,1
3088,34.2578125,75.13671875,79.42285156,7.485920215,10.51881032,11.2064219,56.03900146,110.6453705,125.5838919,-0.524882111,-0.33541613,-0.331885691,0.524233969,-0.158947415,-0.091553397,1
3089,31.6015625,75.97070313,79.94238281,8.748294337,14.55650095,13.69604473,76.53265381,211.8917198,187.5816412,-0.819203846,-1.653801279,-1.41621152,1.837702872,5.637325363,5.478184819,1
3090,32.54101563,77.07714844,82.73730469,10.67132719,16.36631763,17.52092318,113.877224,267.8563528,306.982749,-0.920509963,-1.432225195,-1.59745129,0.944833574,2.991955321,3.411597983,1
3091,28.83496094,71.01953125,79.73144531,9.548657689,14.19498733,12.88482436,91.17686367,201.4976654,166.0186987,-0.463275847,-0.752859309,-0.923608328,-0.011124314,1.442926111,1.824032503,1
3092,29.33300781,75.86523438,79.86523438,8.330657116,11.89740495,10.96137583,69.39984798,141.5482445,120.1517601,-0.845392547,-1.282922405,-1.445673115,0.968914258,2.616888648,4.447275726,1
3093,32.02148438,77.7265625,79.89746094,8.273258369,13.06748699,12.93773526,68.44680405,170.7592163,167.3849936,-0.978844749,-1.975694294,-1.694063377,1.816280941,8.588633834,7.561407365,1
