,mean_l,mean_a,mean_bhuman,std_l,std_a,std_bhuman,var_l,var_a,var_bhuman,class
2402,58.35253906,123.6992188,136.7705078,20.08433716,1.730742078,3.745709699,403.380599,2.99546814,14.03034115,1
2403,23.26464844,128.6318359,131.7792969,15.47696374,4.265390578,3.036580541,239.5364065,18.19355679,9.220821381,1
2404,40.86230469,124.2919922,134.5947266,23.13499752,5.127828329,3.571645542,535.2281103,26.29462337,12.75665188,1
2405,65.74609375,118.4375,140.9931641,24.52573553,4.958814753,3.368476355,601.5117035,24.58984375,11.34663296,1
2406,66.71875,115.1796875,141.5126953,18.79689448,2.143517093,2.417351615,353.3232422,4.594665527,5.843588829,1
2407,38.31347656,120.6933594,135.7802734,20.22013553,3.098593879,2.959617784,408.8538809,9.601284027,8.759337425,1
2408,30.5546875,123.6201172,133.8369141,12.20811308,4.108064856,2.477587948,149.0380249,16.87619686,6.138442039,1
2409,69.41015625,119.8349609,138.7128906,20.3902774,4.513771073,3.017784176,415.7634125,20.3741293,9.107021332,1
2410,39.31054688,122.1230469,135.3056641,23.68971061,3.43785454,4.693259706,561.2023888,11.81884384,22.02668667,1
2411,33.72265625,122.4462891,135.7578125,13.81911728,3.290173268,2.385654043,190.9680023,10.82524014,5.691345215,1
2412,48.39257813,119.0136719,139.2578125,19.75297109,2.95833842,3.075853778,390.1798668,8.751766205,9.460876465,1
2413,58.63574219,120.6455078,140.7080078,25.29990296,2.813596893,4.400560859,640.0850897,7.916327477,19.36493587,1
2414,34.94824219,122.6064453,133.8193359,27.43451466,5.052304303,4.980977207,752.6525946,25.52577877,24.81013393,1
2415,48.88867188,120.5439453,137.1113281,23.27412451,3.605012578,3.516882913,541.6848717,12.99611568,12.36846542,1
2416,43.05859375,124.1455078,136.3066406,29.22946803,4.632734173,6.338260775,854.3618011,21.46222591,40.17354965,1
2417,52.51464844,119.9208984,139.4619141,21.09492544,4.458203549,3.023106757,444.9958792,19.87557888,9.139174461,1
2418,68.61523438,120.0410156,139.0527344,18.10943303,2.991569754,4.108531561,327.9515648,8.949489594,16.88003159,1
2419,59.29003906,119.5029297,139.1044922,19.86701044,3.028831382,3.552043225,394.6981039,9.173819542,12.61701107,1
