,mean_h,mean_s,mean_v,std_h,std_s,std_v,var_h,var_s,var_v,class
1840,48.8359375,83.32421875,66.53808594,4.551832295,26.28855724,21.99268599,20.71917725,691.0882416,483.678237,1
1841,45.41503906,78.82226563,57.21875,7.087800947,30.64316509,20.66386017,50.23692226,939.0035667,426.9951172,1
1842,45.12597656,87.66796875,52.07226563,8.01480253,28.50265731,22.29583263,64.23705959,812.401474,497.1041527,1
1843,38.55664063,98.7109375,53.65136719,7.797530336,33.61742534,18.53118513,60.80147934,1130.131287,343.4048223,1
1844,44.45214844,109.1191406,55.42675781,8.54009702,38.97108635,23.12260348,72.9332571,1518.745571,534.6547918,1
1845,51.19921875,91.32128906,66.15527344,4.996225076,26.84593806,21.63742218,24.96226501,720.7043905,468.1780386,1
1846,43.59082031,100.75,68.24511719,8.151492489,33.70193336,23.26292222,66.4468298,1135.820313,541.1635504,1
1847,50.88378906,83.7578125,50.63574219,28.52046912,36.83392757,25.89844823,813.4171591,1356.73822,670.7296209,1
1848,50.98925781,83.1953125,51.38378906,11.3187518,31.97562147,19.74134925,128.1141424,1022.440369,389.72087,1
1849,37.93261719,84.64160156,51.93554688,18.84197107,41.35931854,25.75378738,355.0198736,1710.59323,663.2575645,1
1850,44.63476563,91.03613281,51.32226563,14.57849853,38.26206998,27.03165918,212.5326195,1463.985999,730.710598,1
1851,52.07714844,68.25,43.11816406,13.94446663,30.61725029,18.7140985,194.4481497,937.4160156,350.2174826,1
1852,34.71582031,87.90234375,56.390625,8.835536364,31.87981328,22.88515293,78.06670284,1016.322495,523.7302246,1
1853,44.62695313,91.68359375,57.99609375,25.81426855,32.84461946,27.5225402,666.376461,1078.769028,757.4902191,1
